,0,1,size
17472,resolving,VBG,1
17473,resort,NN,3
17474,resort-casino,NN,1
17475,resorts,NNS,8
17476,resorts,VBZ,1
17477,resource,NN,1
17478,resources,NNS,10
17479,respect,NN,2
17480,respectability,NN,1
17481,respective,JJ,2
17482,respectively,RB,4
17483,respond,VB,6
17484,responded,VBD,2
17485,responded,VBN,1
17486,respondent,NN,1
17487,respondents,NNS,15
17488,responding,VBG,1
17489,responds,VBZ,1
17490,response,NN,12
17491,responses,NNS,2
17492,responsibilities,NNS,3
17493,responsibility,NN,9
17494,responsible,JJ,11
17495,responsive,JJ,4
17496,rest,NN,30
17497,rest,VB,1
17498,rest,VBP,1
17499,restart,VB,1
17500,restarted,VBN,1
17501,restate,VB,1
17502,restated,VBN,5
17503,restatement,NN,2
17504,restaurant,NN,13
17505,restaurants,NNS,7
17506,restoration,NN,3
17507,restore,VB,11
17508,restored,VBD,1
17509,restored,VBN,6
17510,restorer,NN,1
17511,restoring,VBG,1
17512,restrain,VB,3
17513,restrained,VBN,2
17514,restraint,NN,2
17515,restrict,VB,4
17516,restricted,VBN,6
17517,restriction,NN,1
17518,restrictions,NNS,14
17519,restrictive,JJ,2
17520,restructure,VB,3
17521,restructure,VBP,1
17522,restructured,VBD,1
17523,restructured,VBN,3
17524,restructures,VBZ,1
17525,restructuring,NN,37
17526,restructuring,VBG,1
17527,restructurings,NNS,2
17528,restyled,VBN,2
17529,result,NN,49
17530,result,VB,8
17531,result,VBP,1
17532,resulted,VBD,8
17533,resulted,VBN,1
17534,resulting,VBG,8
17535,results,NNS,76
17536,results,VBZ,5
17537,resume,VB,14
17538,resumed,VBD,3
17539,resumption,NN,1
17540,resurfaced,VBD,1
17541,resurfaced,VBN,1
17542,resurgent,JJ,1
17543,resurrect,VB,1
17544,retail,JJ,26
17545,retail,VB,1
17546,retail-sales,JJ,1
17547,retail-volume,NN,1
17548,retailer,NN,5
17549,retailers,NNS,10
17550,retailing,NN,15
17551,retain,VB,8
17552,retained,VBD,1
17553,retained,VBN,2
17554,retaining,VBG,2
17555,retains,VBZ,2
17556,retaking,VBG,1
17557,retire,VB,7
17558,retire,VBP,1
17559,retired,VBD,1
17560,retired,VBN,5
17561,retirees,NNS,1
17562,retirement,NN,17
17563,retires,VBZ,1
17564,retiring,VBG,3
17565,retools,VBZ,1
17566,retreat,NN,1
17567,retreated,VBD,4
17568,retreating,VBG,1
17569,retrial,NN,2
17570,retribution,NN,1
17571,retrieval,NN,1
17572,retrieve,VB,1
17573,retrieved,VBN,1
17574,retroactively,RB,1
17575,retrofit,VB,3
17576,retrofitting,NN,4
17577,return,NN,44
17578,return,VB,14
17579,return,VBP,2
17580,returned,VBD,3
17581,returned,VBN,4
17582,returning,VBG,5
17583,returns,NNS,38
17584,returns,VBZ,1
17585,reunification,NN,2
17586,reunion,NN,1
17587,reveal,VB,2
17588,revealed,VBD,1
17589,revealed,VBN,1
17590,reveals,VBZ,2
17591,revels,NNS,1
17592,revenue,NN,89
17593,revenues,NNS,4
17594,reverberate,VB,1
17595,reversal,NN,5
17596,reversals,NNS,1
17597,reverse,NN,2
17598,reverse,VB,3
17599,reversed,VBD,1
17600,reverses,VBZ,1
17601,reversible,JJ,1
17602,reversing,VBG,1
17603,review,NN,5
17604,review,VB,4
17605,reviewed,VBN,1
17606,reviewing,VBG,5
17607,reviews,NNS,4
17608,revised,VBD,1
17609,revised,VBN,20
17610,revising,VBG,1
17611,revisions,NNS,1
17612,revive,VB,12
17613,revive,VBP,1
17614,revived,VBN,1
17615,reviving,VBG,1
17616,revoke,VB,1
17617,revolution,NN,4
17618,revolutionary,JJ,1
17619,revolutionary,NN,1
17620,revolves,VBZ,1
17621,reward,NN,2
17622,reward,VB,1
17623,rewarding,JJ,2
17624,rewards,NNS,2
17625,rewards,VBZ,1
17626,rewrite,VB,2
17627,rewriting,VBG,1
17628,rewritten,VBN,2
17629,rhythm,NN,1
17630,ribbons,NNS,1
17631,rice,NN,5
17632,rich,JJ,10
17633,richest,JJS,1
17634,rid,JJ,3
17635,rid,VB,2
17636,ride,NN,3
17637,ride,VB,2
17638,ride,VBP,1
17639,rider,NN,2
17640,riders,NNS,4
17641,rides,NNS,1
17642,ridicules,VBZ,1
17643,ridiculous,JJ,1
17644,riding,VBG,1
17645,rift,NN,2
17646,right,JJ,4
17647,right,NN,35
17648,right,RB,11
17649,right,VB,1
17650,right-to-life,JJ,3
17651,right-to-lifers,NNS,2
17652,right-wing,JJ,1
17653,right-wing,NN,1
17654,righted,VBN,1
17655,rights,NNS,23
17656,rightward,JJ,1
17657,rigid,JJ,2
17658,rigor,NN,1
17659,rigs,NNS,1
17660,rim,NN,1
17661,ring,VB,1
17662,ring,VBP,1
17663,ringing,VBG,1
17664,rings,NNS,1
17665,ripoffs,NNS,1
17666,ripped,VBD,1
17667,ripped,VBN,1
17668,ripple,NN,1
17669,rise,NN,34
17670,rise,VB,27
17671,risen,VBN,2
17672,rises,NNS,2
17673,rises,VBZ,2
17674,rising,VBG,21
17675,risk,NN,49
17676,risk,VBP,1
17677,risk-averse,JJ,1
17678,risk-free,JJ,1
17679,riskier,JJR,4
17680,riskiness,NN,2
17681,risks,NNS,15
17682,risky,JJ,5
17683,ritzy,JJ,1
17684,rival,JJ,7
17685,rival,NN,2
17686,rivaling,VBG,1
17687,rivals,NNS,6
17688,rivets,VBZ,2
17689,road,NN,8
17690,roadbed,NN,2
17691,roadblock,NN,1
17692,roadblocks,NNS,1
17693,roads,NNS,6
17694,roadway,NN,3
17695,roadways,NNS,4
17696,roar,NN,1
17697,roaring,VBG,1
17698,roars,VBZ,1
17699,roasted,VBN,1
17700,robot,NN,3
17701,robots,NNS,1
17702,robust,JJ,3
17703,rock,NN,2
17704,rocked,VBD,1
17705,rocked,VBN,1
17706,rocket,NN,1
17707,rocket-like,JJ,1
17708,rocketed,VBD,1
17709,rocking,VBG,1
17710,rod,NN,5
17711,rode,VBD,2
17712,rogues,NNS,1
17713,role,NN,22
17714,roll,NN,5
17715,roll,VB,2
17716,roll-call,JJ,1
17717,roll-out,NN,1
17718,rolled,VBD,1
17719,rolled,VBN,3
17720,roller,NN,1
17721,roller-coaster,NN,1
17722,rollers,NNS,1
17723,rolling,NN,1
17724,rolling,VBG,4
17725,rollup,NN,1
17726,romance,NN,1
17727,romantic,JJ,1
17728,roof,NN,2
17729,roofers,NNS,1
17730,rooftops,NNS,2
17731,room,NN,19
17732,rooms,NNS,8
17733,root,VBP,1
17734,root-canal,NN,1
17735,rooting,VBG,1
17736,roots,NNS,1
17737,rose,VBD,211
17738,rosier,JJR,1
17739,roster,NN,1
17740,rotate,VB,1
17741,rotated,VBN,1
17742,rough,JJ,4
17743,roughed,VBD,1
17744,rougher,JJR,1
17745,roughly,RB,14
17746,roughneck,NN,1
17747,round,NN,4
17748,round-trip,JJ,1
17749,rounded,VBD,1
17750,rounds,NNS,1
17751,rout,NN,1
17752,route,NN,3
17753,routed,VBN,1
17754,routes,NNS,4
17755,routine,JJ,1
17756,routinely,RB,4
17757,routing,VBG,1
17758,row,NN,4
17759,rows,NNS,3
17760,royal,JJ,1
17761,royalties,NNS,1
17762,royalty,NN,3
17763,rub,NN,1
17764,rubber,NN,5
17765,rubble,NN,6
17766,rubs,VBZ,1
17767,rugged,JJ,1
17768,ruin,VB,1
17769,ruinous,JJ,1
17770,ruins,NNS,1
17771,rule,NN,13
17772,rule,VB,3
17773,ruled,VBD,7
17774,ruled,VBN,5
17775,rulers,NNS,1
17776,rules,NNS,18
17777,ruling,NN,12
17778,ruling,VBG,1
17779,rumbled,VBD,1
17780,rumbles,VBZ,1
17781,rumbling,VBG,1
17782,rumblings,NNS,1
17783,ruminated,VBN,1
17784,rumor,NN,2
17785,rumored,VBN,5
17786,rumors,NNS,6
17787,rumors,VBZ,1
17788,run,NN,8
17789,run,VB,21
17790,run,VBN,3
17791,run,VBP,5
17792,run-up,NN,2
17793,runaway,JJ,2
17794,rundown,NN,1
17795,runners,NNS,1
17796,running,NN,2
17797,running,VBG,19
17798,runs,VBZ,15
17799,ruptured,VBN,2
17800,rupturing,VBG,1
17801,rural,JJ,3
17802,rush,NN,1
17803,rushed,VBD,2
17804,rushes,VBZ,1
17805,rushing,VBG,2
17806,ruthless,JJ,2
17807,s,PRP,3
17808,sabotage,VB,1
17809,sacking,VBG,1
17810,sacrifice,VB,1
17811,sacrifices,NNS,1
17812,sad,JJ,2
17813,sadder,JJR,1
17814,sadly,RB,1
17815,safe,JJ,14
17816,safeguard,VB,1
17817,safeguards,NNS,1
17818,safely,RB,3
17819,safer,JJR,2
17820,safety,NN,9
17821,safety,VB,3
17822,sagging,VBG,2
17823,said,VB,1
17824,said,VBD,1215
17825,said,VBN,1
17826,sailing,NN,2
17827,sailing,VBG,1
17828,sailors,NNS,1
17829,salaried,JJ,1
17830,salaries,NNS,2
17831,salary,NN,4
17832,sale,NN,98
17833,sale-lease-back,JJ,1
17834,sale-purchase,NN,1
17835,sales,NNS,208
17836,sales,VBZ,1
17837,salesman,NN,4
17838,salesmen,NNS,10
17839,salespeople,NN,2
17840,salmonella,NN,6
17841,salon,NN,1
17842,salt,NN,2
17843,salvage,NN,1
17844,salvaged,VBN,1
17845,same,JJ,78
17846,same-store,JJ,2
17847,samples,NNS,1
17848,sanctions,NNS,2
17849,sanctions,VBZ,1
17850,sand,NN,6
17851,sandpaper,NN,1
17852,sandwich,NN,1
17853,sandwiched,VBN,1
17854,sandwiches,NNS,3
17855,sang,VBD,1
17856,sanguine,JJ,2
17857,sanitize,VBP,1
17858,sanitized,VBN,1
17859,sank,VBD,1
17860,sap,VB,1
17861,sardonically,RB,1
17862,sat,VBD,4
17863,satellite,NN,5
17864,satirical,JJ,1
17865,satisfaction,NN,2
17866,satisfactory,JJ,1
17867,satisfied,VBN,1
17868,satisfies,VBZ,2
17869,satisfying,JJ,2
17870,saturate,VB,1
17871,saturated,VBN,2
17872,sauce,NN,1
17873,saucers,NNS,1
17874,save,VB,18
17875,save,VBP,1
17876,saved,VBN,3
17877,savers,NNS,1
17878,saves,VBZ,2
17879,saving,VBG,4
17880,savings,NNS,23
17881,savings-and-loan,JJ,4
17882,savors,NNS,1
17883,savvy,JJ,3
17884,saw,VBD,23
17885,say,NN,1
17886,say,VB,22
17887,say,VBP,122
17888,saying,NN,1
17889,saying,VBG,21
17890,says,NNS,7
17891,says,VBZ,467
17892,scale,NN,8
17893,scale,VB,1
17894,scaled,VBN,1
17895,scam,NN,4
17896,scammed,VBD,1
17897,scammers,NNS,1
17898,scams,NNS,10
17899,scandal,NN,5
17900,scandals,NNS,1
17901,scans,VBZ,1
17902,scare,VB,2
17903,scare,VBP,1
17904,scared,VBN,3
17905,scares,NNS,1
17906,scary,JJ,1
17907,scattered,VBN,2
17908,scenario,NN,2
17909,scenarios,NNS,1
17910,scene,NN,6
17911,scenery,NN,1
17912,scenes,NNS,3
17913,schedule,NN,5
17914,schedule,VB,1
17915,scheduled,VBN,31
17916,schedules,NNS,2
17917,scheduling,NN,2
17918,scheduling,VBG,1
17919,scheme,NN,4
17920,schemes,NNS,3
17921,schmumpered,VBD,1
17922,school,NN,11
17923,school-lunch,NN,1
17924,schools,NNS,5
17925,science,NN,2
17926,scientific,JJ,3
17927,scientist,NN,5
17928,scientists,NNS,5
17929,scooted,VBD,1
17930,scope,NN,1
17931,score,NN,3
17932,score,VBP,1
17933,scorecard,NN,1
17934,scored,VBD,1
17935,scores,NNS,5
17936,scowl,VBP,1
17937,scramble,NN,2
17938,scramble,VBP,1
17939,scrambled,VBD,3
17940,scrambling,VBG,3
17941,scrap,NN,2
17942,scrap,VB,2
17943,scrapped,VBD,1
17944,scrapped,VBN,2
17945,scraps,VBZ,1
17946,scratch,NN,1
17947,scratched,VBN,1
17948,scratching,VBG,1
17949,screamed,VBD,1
17950,screeching,VBG,1
17951,screen,NN,5
17952,screenplay,NN,2
17953,screens,NNS,3
17954,screwball,NN,1
17955,screwed,VBN,1
17956,screws,NNS,2
17957,scribe,NN,1
17958,script,NN,2
17959,scripts,NNS,2
17960,scrounged,VBD,1
17961,scrutiny,NN,2
17962,sculpture,NN,1
17963,scurries,NNS,1
17964,scuttle,VB,1
17965,sea,NN,1
17966,sea,VB,1
17967,seafood,NN,1
17968,seal,NN,1
17969,sealants,NNS,1
17970,search,NN,4
17971,search,VB,1
17972,search-and-examination,JJ,1
17973,searched,VBD,2
17974,searches,NNS,1
17975,searching,VBG,1
17976,season,NN,12
17977,seasonal,JJ,4
17978,seasonally,RB,4
17979,seasons,NNS,1
17980,seat,NN,4
17981,seated,VBN,1
17982,seats,NNS,9
17983,seawater,NN,1
17984,second,JJ,67
17985,second,NN,3
17986,second-deadliest,JJ,1
17987,second-guessing,NN,1
17988,second-largest,JJ,5
17989,second-quarter,JJ,4
17990,second-story,JJ,1
17991,secondary,JJ,10
17992,seconds,NNS,6
17993,secret,JJ,6
17994,secret,NN,2
17995,secretary,NN,16
17996,secretary-general,NN,2
17997,secretly,RB,1
17998,secrets,NNS,3
17999,section,NN,16
18000,sections,NNS,3
18001,sector,NN,19
18002,sectors,NNS,4
18003,secure,VB,3
18004,secured,VBD,4
18005,secured,VBN,5
18006,securely,RB,1
18007,securities,NNS,90
18008,securities-law,NN,1
18009,security,NN,23
18010,sedan,NN,3
18011,seductive,JJ,1
18012,see,VB,45
18013,see,VBP,10
18014,seed,NN,1
18015,seeded,VBN,1
18016,seeing,VBG,5
18017,seek,VB,8
18018,seek,VBP,1
18019,seeking,VBG,32
18020,seeks,VBZ,3
18021,seem,VB,12
18022,seem,VBP,15
18023,seemed,VBD,9
18024,seemed,VBN,3
18025,seemingly,RB,3
18026,seems,VBZ,20
18027,seen,VBN,25
18028,sees,VBZ,4
18029,seesaw,NN,1
18030,seething,VBG,1
18031,segment,NN,10
18032,segment,VBP,1
18033,segments,NNS,6
18034,segregate,VB,1
18035,segregation,NN,1
18036,seismic,JJ,4
18037,seized,VBD,1
18038,seizures,NNS,1
18039,select,JJ,2
18040,select,VB,2
18041,select,VBP,1
18042,selected,VBD,1
18043,selected,VBN,6
18044,selecting,VBG,2
18045,selection,NN,3
18046,selections,NNS,2
18047,selective,JJ,3
18048,selectively,RB,1
18049,selects,VBZ,1
18050,self-diagnostic,JJ,1
18051,self-employed,JJ,2
18052,self-explanatory,JJ,1
18053,self-indulgent,JJ,1
18054,self-proclaimed,JJ,1
18055,self-regulatory,JJ,1
18056,self-tender,JJ,1
18057,sell,NN,6
18058,sell,VB,98
18059,sell,VBP,6
18060,sell-off,NN,2
18061,seller,NN,4
18062,sellers,NNS,5
18063,selling,NN,8
18064,selling,VBG,46
18065,sells,VBZ,8
18066,semblance,NN,2
18067,semi-annually,RB,2
18068,semi-private,JJ,1
18069,semiannual,JJ,3
18070,semiannually,RB,3
18071,semiconductor,NN,2
18072,semiconductor-depreciation,JJ,1
18073,semiconductors,NNS,2
18074,seminar,NN,1
18075,senatorial,JJ,1
18076,senators,NNS,10
18077,send,VB,8
18078,senders,NNS,2
18079,sending,VBG,8
18080,sends,VBZ,3
18081,senior,JJ,32
18082,seniority,NN,3
18083,seniors,NNS,3
18084,sense,NN,21
18085,sensibility,NN,1
18086,sensing,VBG,1
18087,sensitive,JJ,7
18088,sensitize,VB,1
18089,sensors,NNS,1
18090,sensuality,NN,1
18091,sent,VBD,23
18092,sent,VBN,7
18093,sentence,NN,4
18094,sentenced,VBN,1
18095,sentiment,NN,4
18096,sentimentality,NN,1
18097,separate,JJ,17
18098,separated,VBN,1
18099,separately,RB,4
18100,separating,VBG,1
18101,separation,NN,3
18102,sequels,NNS,1
18103,serene,JJ,1
18104,serial,JJ,1
18105,series,NN,19
18106,serious,JJ,14
18107,seriously,RB,8
18108,serve,VB,12
18109,serve,VBP,1
18110,served,VBD,3
18111,served,VBN,4
18112,serves,VBZ,2
18113,service,NN,41
18114,service,VB,3
18115,services,NNS,46
18116,serving,VBG,6
18117,session,NN,25
18118,sessions,NNS,3
18119,set,NN,3
18120,set,VB,12
18121,set,VBD,11
18122,set,VBN,35
18123,setback,NN,5
18124,setbacks,NNS,2
18125,sets,NNS,5
18126,sets,VBZ,4
18127,setters,NNS,1
18128,setting,VBG,6
18129,settle,VB,9
18130,settled,VBD,7
18131,settled,VBN,5
18132,settlement,NN,18
18133,settlements,NNS,1
18134,settles,VBZ,1
18135,settling,VBG,1
18136,setup,NN,2
18137,seven,CD,34
18138,seven-day,JJ,6
18139,seven-eighths,NNS,1
18140,seven-month,JJ,1
18141,seven-point,JJ,1
18142,seventh,JJ,1
18143,seventh-consecutive,JJ,1
18144,seventh-largest,JJ,1
18145,several,JJ,85
18146,several,RB,1
18147,severance,NN,1
18148,severe,JJ,10
18149,severed,VBN,1
18150,severely,RB,3
18151,severity,NN,1
18152,sewage,NN,1
18153,sex,NN,4
18154,sexual,JJ,1
18155,sexy,JJ,1
18156,shadow,NN,3
18157,shady,JJ,1
18158,shake,NN,1
18159,shake,VB,2
18160,shake,VBP,1
18161,shaken,VBN,2
18162,shakeout,NN,1
18163,shakeup,NN,1
18164,shaking,NN,1
18165,shaking,VBG,5
18166,shaky,JJ,1
18167,shampoo,NN,1
18168,shantytown,NN,1
18169,shape,NN,5
18170,shape,VB,1
18171,shaping,VBG,2
18172,share,NN,396
18173,share,VB,3
18174,share,VBP,1
18175,shared,VBD,1
18176,shared,VBN,4
18177,shareholder,NN,19
18178,shareholder-owned,JJ,1
18179,shareholders,NNS,24
18180,shareholding,NN,2
18181,shares,NNS,211
18182,shares,VBZ,5
18183,sharing,NN,1
18184,sharing,VBG,1
18185,sharp,JJ,21
18186,sharpens,VBZ,1
18187,sharper,JJR,1
18188,sharpest,JJS,2
18189,sharply,RB,19
18190,shattered,VBD,1
18191,shattered,VBN,3
18192,shattering,VBG,1
18193,shatters,NNS,1
18194,shaved,VBD,1
18195,shaves,VBZ,1
18196,she,PRP,69
18197,sheaths,NNS,1
18198,shed,VB,1
18199,sheep,NN,1
18200,sheepskin,NN,1
18201,sheer,JJ,3
18202,sheet,NN,9
18203,sheets,NNS,5
18204,shelf,NN,1
18205,shell,VB,1
18206,shells,NNS,3
18207,shelter,NN,2
18208,shelters,NNS,7
18209,shelved,VBD,1
18210,shelves,NNS,1
18211,shepherded,VBD,1
18212,sheriffs,NNS,1
18213,shied,VBD,1
18214,shield,NN,2
18215,shield,VB,1
18216,shielded,VBN,1
18217,shielding,VBG,1
18218,shift,NN,12
18219,shift,VB,3
18220,shift,VBP,1
18221,shifted,VBD,1
18222,shifted,VBN,3
18223,shifting,VBG,4
18224,shingle,NN,1
18225,shining,VBG,1
18226,ship,NN,4
18227,ship,VB,1
18228,shipments,NNS,7
18229,shipped,VBN,4
18230,shippers,NNS,7
18231,shipping,NN,1
18232,shipping,VBG,11
18233,ships,NNS,1
18234,shirts,NNS,1
18235,shivering,VBG,1
18236,shock,NN,6
18237,shock-damping,JJ,1
18238,shocked,VBN,1
18239,shocking,JJ,1
18240,shocks,NNS,1
18241,shoe,NN,2
18242,shoes,NNS,4
18243,shoestring,NN,1
18244,shook,VBD,3
18245,shoot,VB,1
18246,shoot,VBP,1
18247,shooting,NN,1
18248,shooting,VBG,1
18249,shop,NN,11
18250,shop,VB,1
18251,shopkeeper,NN,2
18252,shopkeepers,NNS,1
18253,shoppers,NNS,1
18254,shopping,NN,8
18255,shops,NNS,1
18256,shore,NN,1
18257,shore,VB,3
18258,shoreline,NN,1
18259,shorn,VB,1
18260,short,JJ,32
18261,short,NN,6
18262,short-changing,JJ,1
18263,short-circuited,VBN,1
18264,short-dated,JJ,1
18265,short-lived,JJ,1
18266,short-run,JJ,1
18267,short-term,JJ,23
18268,short-term,NNP,3
18269,shortage,NN,5
18270,shortages,NNS,5
18271,shortening,VBG,1
18272,shorter,JJR,1
18273,shorter-term,JJ,1
18274,shortly,RB,7
18275,shot,NN,6
18276,shots,NNS,2
18277,should,MD,87
18278,shoulder,NN,2
18279,shoulder,VB,1
18280,shouted,VBD,1
18281,shouted,VBN,1
18282,shouting,VBG,2
18283,shoved,VBD,1
18284,show,NN,11
18285,show,VB,21
18286,show,VBP,10
18287,show-biz,NN,1
18288,show-stoppers,NNS,1
18289,showed,VBD,22
18290,shower,NN,1
18291,showing,VBG,13
18292,shown,VBN,6
18293,showroom,NN,1
18294,showrooms,NNS,1
18295,shows,NNS,2
18296,shows,VBZ,7
18297,shrank,VBD,2
18298,shrewd,JJ,2
18299,shrinkage,NN,1
18300,shrinking,VBG,1
18301,shriveled,VBD,1
18302,shrubs,NNS,2
18303,shunning,VBG,1
18304,shut,VB,3
18305,shut,VBD,1
18306,shut,VBN,7
18307,shutdown,NN,6
18308,shutdowns,NNS,2
18309,shutoff,NN,1
18310,shuts,VBZ,1
18311,shuttering,VBG,1
18312,shutting,VBG,2
18313,shuttle,NN,8
18314,shuttle-busing,NN,1
18315,shuttled,VBD,1
18316,shy,JJ,2
18317,shy,VB,1
18318,sick,JJ,3
18319,side,NN,18
18320,sideline,NN,3
18321,sidelined,VBN,1
18322,sidelines,NNS,3
18323,sides,NNS,5
18324,sidesteps,VBZ,1
18325,sidewalk,NN,2
18326,sidewalks,NNS,3
18327,sift,VB,1
18328,sift,VBP,1
18329,sigh,NN,1
18330,sighs,VBZ,1
18331,sight,NN,1
18332,sights,NNS,1
18333,sign,NN,18
18334,sign,VB,4
18335,signal,NN,5
18336,signal,VB,3
18337,signaled,VBD,2
18338,signaled,VBN,2
18339,signals,NNS,2
18340,signals,VBZ,2
18341,signature,NN,1
18342,signatures,NNS,1
18343,signed,VBD,6
18344,signed,VBN,4
18345,significant,JJ,31
18346,significantly,RB,13
18347,signify,VB,1
18348,signing,NN,1
18349,signing,VBG,1
18350,signs,NNS,16
18351,silicon,NN,1
18352,silly,JJ,1
18353,silver,NN,25
18354,similar,JJ,31
18355,similarities,NNS,1
18356,similarity,NN,2
18357,similarly,RB,2
18358,similiar,JJ,1
18359,simmering,VBG,1
18360,simple,JJ,10
18361,simplest,JJS,1
18362,simplicity,NN,1
18363,simplify,VBP,1
18364,simply,JJ,1
18365,simply,RB,20
18366,simultaneous,JJ,2
18367,simultaneously,RB,1
18368,since,IN,105
18369,since,RB,1
18370,sincerely,RB,1
18371,sing,VB,2
18372,singer,NN,3
18373,single,JJ,15
18374,single,VB,1
18375,single-B,JJ,1
18376,single-B-2,JJ,1
18377,single-adjudicator,JJ,1
18378,single-family,JJ,1
18379,single-issue,JJ,2
18380,single-malt,JJ,1
18381,single-premium,JJ,2
18382,single-store,JJ,1
18383,singled,VBD,2
18384,singled,VBN,1
18385,singling,VBG,2
18386,sings,VBZ,3
18387,sinking,VBG,1
18388,sins,NNS,2
18389,siphoned,VBN,1
18390,sister,NN,2
18391,sisters,NNS,1
18392,sit,VB,5
18393,sit,VBP,3
18394,site,NN,6
18395,sites,NNS,6
18396,sits,VBZ,1
18397,sitter,NN,1
18398,sitting,VBG,8
18399,situation,NN,19
18400,situations,NNS,1
18401,six,CD,55
18402,six-figure,JJ,1
18403,six-mile,JJ,1
18404,six-month,JJ,5
18405,six-year,JJ,2
18406,sixfold,JJ,1
18407,sixth,JJ,5
18408,sizable,JJ,3
18409,size,NN,25
18410,size,VBP,1
18411,skeptical,JJ,4
18412,skepticism,NN,2
18413,skeptics,NNS,2
18414,sketchy,JJ,2
18415,ski,NN,13
18416,ski,VB,1
18417,skids,NNS,1
18418,skier,NN,3
18419,skiers,NNS,6
18420,skiing,NN,4
18421,skill,NN,2
18422,skilled,JJ,1
18423,skills,NNS,2
18424,skim,VB,1
18425,skin,NN,1
18426,skins,NNS,2
18427,skip,VB,1
18428,skipper,NN,1
18429,skipper,VB,1
18430,skipping,VBG,1
18431,skirts,VBZ,1
18432,skittishness,NN,1
18433,sky,NN,1
18434,sky-high,JJ,1
18435,skyrocketed,VBD,1
18436,skyrocketing,VBG,1
18437,skyscraper,NN,1
18438,slabs,NNS,3
18439,slack,NN,3
18440,slackened,VBN,1
18441,slapped,VBD,1
18442,slaps,NNS,1
18443,slash,NN,1
18444,slash,VB,2
18445,slashed,VBD,5
18446,slashing,VBG,1
18447,slate,NN,2
18448,slated,VBD,1
18449,slaughter,NN,1
18450,slaughtered,VBN,1
18451,slave,NN,1
18452,slavishly,RB,1
18453,sleep,VB,1
18454,sleep,VBP,1
18455,sleeping,NN,1
18456,sleepy,JJ,2
18457,slept,VBD,1
18458,slew,NN,2
18459,slice,NN,2
18460,slick,JJ,3
18461,slick-talking,JJ,1
18462,slid,VBD,7
18463,slide,NN,8
18464,slide,VB,1
18465,sliding,VBG,2
18466,slight,JJ,8
18467,slightest,JJS,1
18468,slightly,RB,38
18469,slighty,NN,1
18470,slim,JJ,3
18471,slimmer,JJR,1
18472,slings,NNS,1
18473,slinky,JJ,1
18474,slip,NN,1
18475,slip,VBP,1
18476,slipped,VBD,8
18477,slipped,VBN,2
18478,slipping,VBG,2
18479,slithering,VBG,1
18480,sliver-like,JJ,1
18481,slivered,VBN,1
18482,slogan,NN,2
18483,slop,NN,1
18484,slope,NN,1
18485,slopes,NNS,4
18486,sloppy,JJ,2
18487,slot,NN,1
18488,slow,JJ,13
18489,slow,VB,5
18490,slowdown,NN,18
18491,slowed,VBD,2
18492,slowed,VBN,2
18493,slower,JJR,5
18494,slowest,JJS,2
18495,slowing,NN,1
18496,slowing,VBG,11
18497,slowly,RB,3
18498,slows,NNS,1
18499,sluggish,JJ,7
18500,sluggishness,NN,2
18501,slump,NN,6
18502,slumped,VBD,2
18503,slumping,VBG,1
18504,slums,NNS,1
18505,slurs,NNS,1
18506,slyly,RB,1
18507,smack,RB,1
18508,small,JJ,44
18509,small-fry,JJ,1
18510,small-lot,JJ,1
18511,smaller,JJR,24
18512,smaller-than-expected,JJ,1
18513,smallest,JJS,2
18514,smart,JJ,5
18515,smartest,JJS,2
18516,smarting,VBG,1
18517,smash,NN,1
18518,smash,VB,1
18519,smashed,VBD,1
18520,smell,NN,1
18521,smelled,VBD,1
18522,smells,VBZ,2
18523,smelt,VBD,1
18524,smile,NN,3
18525,smiled,VBD,2
18526,smiling,VBG,1
18527,smoke,NN,4
18528,smoke,VB,1
18529,smoldering,VBG,1
18530,smooth,JJ,1
18531,smoothly,RB,1
18532,smuggling,VBG,2
18533,snack,NN,2
18534,snafus,NNS,1
18535,snagged,VBN,1
18536,snags,NNS,1
18537,snail,NN,1
18538,snake,NN,1
18539,snake-oil,JJ,1
18540,snapped,VBD,3
18541,snapped,VBN,2
18542,sniff,VB,1
18543,sniffing,VBG,1
18544,sniffs,VBZ,3
18545,snooty,JJ,1
18546,snoring,VBG,1
18547,snorts,VBZ,1
18548,snow,NN,2
18549,snowsuit,NN,1
18550,so,IN,13
18551,so,RB,122
18552,so-called,JJ,16
18553,so-so,JJ,2
18554,soar,VB,2
18555,soared,VBD,9
18556,soared,VBN,2
18557,soaring,VBG,4
18558,sober,JJ,1
18559,socalled,JJ,1
18560,social,JJ,7
18561,socialism,NN,4
18562,socialist,JJ,4
18563,socialists,NNS,1
18564,society,NN,15
18565,socioeconomic,JJ,2
18566,socioeconomically,RB,1
18567,sociologist,NN,1
18568,sociology,NN,1
18569,socks,NNS,1
18570,sodium,NN,1
18571,soft,JJ,10
18572,soft-drink,NN,3
18573,softer,JJR,2
18574,softness,NN,5
18575,software,NN,27
18576,soil,NN,2
18577,solace,NN,1
18578,solar,JJ,5
18579,sold,VBD,18
18580,sold,VBN,65
18581,soldier,NN,1
18582,soldiers,NNS,1
18583,sole,JJ,4
18584,solely,RB,3
18585,solicit,VB,2
18586,solicitation,NN,9
18587,solicitations,NNS,1
18588,solicited,VBN,1
18589,soliciting,VBG,2
18590,solicitous,JJ,1
18591,solid,JJ,6
18592,solidify,VB,1
